🏻 => 🏻, faʻahinga 1–2, hinehina, kili
🏼 => 🏼, faʻahinga 3, kelokelo, kili
🏽 => 🏽, faʻahinga 4, kili, melomelo
🏾 => 🏾, faʻahinga 5, ʻuliʻuli, kili, kili melomelo-ʻuliʻuli, melomelo
🏿 => 🏿, faʻahinga 6, ʻuliʻuli, kili
😀 => 😀, mata fiefia
🥖 => 🥖, mā lōloa
🫓 => 🫓, mā lafalafa
🥨 => 🥨, pani mamio
🥯 => 🥯, pani mama
🥞 => 🥞, pani
🧇 => 🧇, pani manifi
🧀 => 🧀, siisi
🍖 => 🍖, kanomate moe hui
🍗 => 🍗, vaʻeʻi-moa
🥩 => 🥩, kanomate fahi
🥓 => 🥓, pēkani
🍔 => 🍔, hamipaka
🍟 => 🍟, pateta fakapaku
🍕 => 🍕, pisa
🌭 => 🌭, sōsisi kulī vela
🥪 => 🥪, sanuisi
🌮 => 🌮, mā pelupelu
🌯 => 🌯, polito
🫔 => 🫔, mā pulupulu
🥙 => 🥙, mā falati
🧆 => 🧆, falafeli
🥚 => 🥚, fuaʻimoa
🍳 => 🍳, fakapaku
🥘 => 🥘, fakapaku meʻakai
🍲 => 🍲, kulo meʻakai
🫕 => 🫕, siisi māfana
🥣 => 🥣, poulu moe sepuni
🥗 => 🥗, salati
🍿 => 🍿, koane fakapaku
🧈 => 🧈, pata
🧂 => 🧂, masima
🥫 => 🥫, meʻakai kapa
🍱 => 🍱, puha meʻakai fakasiapani
🍘 => 🍘, pisikete laise
🍙 => 🍙, puluʻi laise
🍚 => 🍚, laise moho
🍛 => 🍛, laise kale
🍜 => 🍜, kulo mao
🍝 => 🍝, sipeketi
🍠 => 🍠, kumala tunu
🍢 => 🍢, ʻoteni
🍣 => 🍣, susi
🍤 => 🍤, ʻuosiʻisiʻi fakapaku
🍥 => 🍥, keke ika
🥮 => 🥮, keke māhina
🍡 => 🍡, faikakai fakasiapani
🥟 => 🥟, tōpai
🥠 => 🥠, pisikete talamonū
🥡 => 🥡, kato meʻakai
🦀 => 🦀, paka
🦞 => 🦞, ʻuo
🦐 => 🦐, ʻuosiʻisiʻi
🦑 => 🦑, ngūfeke
🦪 => 🦪, mataʻitofe, tofe
🍦 => 🍦, ʻaisikilimi molū
🍧 => 🍧, ʻaisitele
🍨 => 🍨, ʻaisikilimi
🍩 => 🍩, keke fakapaku
🍪 => 🍪, pisikete
🎂 => 🎂, keke ʻaho fāʻeleʻi
🍰 => 🍰, keke
🧁 => 🧁, ipukeke
🥧 => 🥧, pai
🍫 => 🍫, lole sokaleti
🍬 => 🍬, lole
🍭 => 🍭, lolepopi
🍮 => 🍮, kasitati
🍯 => 🍯, kulo hone
🍼 => 🍼, hinahuhu
🥛 => 🥛, ipu huʻakau
☕ => ☕, inu māfana
🫖 => 🫖, tīpota
🍵 => 🍵, ipu tī
🍶 => 🍶, uaine-laise
🍾 => 🍾, hina moe ʻumosi
🍷 => 🍷, ipu sioʻata uaine
🍸 => 🍸, ipu sioʻata paati
🍹 => 🍹, ʻotai
🍺 => 🍺, moki pia
🍻 => 🍻, moki fakapaaki
🥂 => 🥂, ipu sioʻata fakapaaki
🥃 => 🥃, ipu sioʻata
🥤 => 🥤, ipu moe vaʻakauinu
🧋 => 🧋, tī maʻupu
🧃 => 🧃, puha inu
🧉 => 🧉, kofi fakaʻamelika-tonga
🧊 => 🧊, puloka ʻaisi
🥢 => 🥢, vaʻakau kai
🍽 => 🍽, huhukai moe helekai moe peleti
🍴 => 🍴, huhukai moe helekai
🥄 => 🥄, sēpuni
🔪 => 🔪, hele paipa
🏺 => 🏺, tukuʻanga uaine
🌍 => 🌍, kolope ʻasi mai ʻEulope-ʻAfilika
🌎 => 🌎, kolope ʻasi mai ongo ʻAmelika
🌏 => 🌏, kolope ʻasi mai ʻĒsia-ʻAositelēlia
🌐 => 🌐, kolope moe ngaahi melitiane
🗺 => 🗺, mape ʻo māmani
🗾 => 🗾, mape ʻoe Siapani
🧭 => 🧭, kāpasa
🏔 => 🏔, moʻunga ʻufiʻufiʻaki he sinou
⛰ => ⛰, moʻunga
🌋 => 🌋, moʻungaafi
🗻 => 🗻, moʻunga ko Fusi
🏕 => 🏕, fakateniti
🏖 => 🏖, matātahi moe fakamalu
🏜 => 🏜, toafa
🏝 => 🏝, motu liʻekina
🏞 => 🏞, paʻake fakafonua
🏟 => 🏟, fale sipoti
🏛 => 🏛, fale fakakalisi/loma
🏗 => 🏗, langa fale
🧱 => 🧱, piliki
🪨 => 🪨, maka
🪵 => 🪵, ʻakau
🛖 => 🛖, fale ʻuta
🏘 => 🏘, ngaahi fale
🏚 => 🏚, lusaʻanga
🏠 => 🏠, fale
🏡 => 🏡, fale moe ngoue
🏢 => 🏢, fale ʻōfisi
🏣 => 🏣, ʻōfisi lītohi fakasiapani
🏤 => 🏤, ʻōfisi lītohi
🏥 => 🏥, falemahaki
🏦 => 🏦, pangikē
🏨 => 🏨, fale tali-fononga
🏩 => 🏩, fale paʻumutu
🏪 => 🏪, falekoloa
🏫 => 🏫, faleako
🏬 => 🏬, falekoloa lahi
🏭 => 🏭, fale ngāueʻanga
🏯 => 🏯, pālasi fakasiapani
🏰 => 🏰, pālasi
💒 => 💒, mali
🗼 => 🗼, taua Tokiō
🗽 => 🗽, maka fakamanatu tauʻatāina
⛪ => ⛪, falelotu
🕌 => 🕌, falelotu fakaʻisilami
🛕 => 🛕, falelotu fakahinitū
🕍 => 🕍, falelotu fakasiu
⛩ => ⛩, falelotu fakasiapani
🕋 => 🕋, fale māʻoniʻoni fakaʻisilami
⛲ => ⛲, fauniteni
⛺ => ⛺, teniti
🌁 => 🌁, fuʻukakapu
🌃 => 🌃, pō fetuʻuʻia
🏙 => 🏙, fale lalahi lotokolo
🌄 => 🌄, hopo ʻae laʻā he funga moʻunga
🌅 => 🌅, hopo ʻae laʻā
🌆 => 🌆, fale lalahi lotokolo mamalu efiafi
🌇 => 🌇, tō ʻae laʻā
🌉 => 🌉, hala kavakava poʻuli
♨ => ♨, vaipuna mao
🎠 => 🎠, hoosi vaʻinga
🎡 => 🎡, veʻeteka vaʻinga
🎢 => 🎢, lola vaʻinga
💈 => 💈, pou kosiʻulu
🎪 => 🎪, teniti sākisi
🚂 => 🚂, mīsini lēlue
🚃 => 🚃, sāliote lēlue
🚄 => 🚄, lēlue oma
🚅 => 🚅, lēlue oma fakasiapani
🚆 => 🚆, lēlue
🚇 => 🚇, lēlue lalofonua
🚈 => 🚈, kiʻi lēlue
🚉 => 🚉, tauʻanga lēlue
🚊 => 🚊, talamu
🚝 => 🚝, lēlue poutaha
🚞 => 🚞, hala lēlue moʻunga
🚋 => 🚋, sāliote talamu
🚌 => 🚌, pasi
🚍 => 🚍, pasi lele mai
🚎 => 🚎, pasi ʻuhila
🚐 => 🚐, pasi iiki
🚑 => 🚑, meʻalele falemahaki
🚒 => 🚒, meʻalele tāmateafi
🚓 => 🚓, meʻalele polisi
🚔 => 🚔, meʻalele polisi lele mai
🚕 => 🚕, meʻalele utakakai
🚖 => 🚖, meʻalele utakakai lele mai
🚗 => 🚗, meʻalele
🚘 => 🚘, meʻalele lele mai
🚙 => 🚙, meʻalele sipoti
🛻 => 🛻, lolo tapolokepi
🚚 => 🚚, loli tiliva
🚛 => 🚛, loli uta lalahi
🚜 => 🚜, mīsini taulani
🏎 => 🏎, meʻalele lova
🏍 => 🏍, motopaiki
🛵 => 🛵, paiki sikuta
🦽 => 🦽, sāliote falemahaki
🦼 => 🦼, sāliote falemahaki mīsini
🛺 => 🛺, loli siʻisiʻi
🚲 => 🚲, pasikala
🛴 => 🛴, sikuta kauleka
🛹 => 🛹, papasikeiti
🛼 => 🛼, sū sikeiti
🚏 => 🚏, tauʻanga pasi
🛣 => 🛣, hala lahi
🛤 => 🛤, hala lēlue
🛢 => 🛢, talamulolo
⛽ => ⛽, pausa
🚨 => 🚨, maama meʻalele polisi
🚥 => 🚥, maama hala fakalava
🚦 => 🚦, maama hala tuʻutonu
🛑 => 🛑, fakaʻilonga tuʻu
🚧 => 🚧, fakaʻilonga ngāue langa
⚓ => ⚓, taula
⛵ => ⛵, vakalā
🛶 => 🛶, pōpao
🚤 => 🚤, vaka oma
🛳 => 🛳, vaka meili
⛴ => ⛴, vaka uta pāsese
🛥 => 🛥, vaka mīsini
🚢 => 🚢, vakalahi
✈ => ✈, vakapuna
🛩 => 🛩, vakapuna iiki
🛫 => 🛫, vakapuna puna hake
🛬 => 🛬, vakapuna puna hifo
🪂 => 🪂, fakamalu, fakatō
💺 => 💺, sea vakapuna
🚁 => 🚁, helikopeta
🚟 => 🚟, lēlue tāupe lahi
🚠 => 🚠, lēlue tāupe moʻunga
🚡 => 🚡, lēlue tāupe iiki
🛰 => 🛰, satelaite
🚀 => 🚀, loketi
🛸 => 🛸, peleti puna
🛎 => 🛎, fafangu hotele
🧳 => 🧳, katoleta
⌛ => ⌛, sioʻata fuataimi ʻosi
⏳ => ⏳, sioʻata fuataimi teʻeki ʻosi
⌚ => ⌚, uasi
⏰ => ⏰, uasi fafangu
⏱ => ⏱, uasi sipoti
⏲ => ⏲, uasi talataimi
🕰 => 🕰, uasi tuʻulotofale
🕛 => 🕛, hoko ʻae tahaua
🕧 => 🕧, haafe taha
🕐 => 🕐, hoko ʻae taha
🕜 => 🕜, haafe ua
🕑 => 🕑, hoko ʻae ua
🕝 => 🕝, haafe tolu
🕒 => 🕒, hoko ʻae tolu
🕞 => 🕞, haafe fā
🕓 => 🕓, hoko ʻae fā
🕟 => 🕟, haafe nima
🕔 => 🕔, hoko ʻae nima
🕠 => 🕠, haafe ono
🕕 => 🕕, hoko ʻae ono
🕡 => 🕡, haafe fitu
🕖 => 🕖, hoko ʻae fitu
🕢 => 🕢, haafe valu
🕗 => 🕗, hoko ʻae valu
🕣 => 🕣, haafe hiva
🕘 => 🕘, hoko ʻae hiva
🕤 => 🕤, haafe hongofulu
🕙 => 🕙, hoko ʻae hongofulu
🕥 => 🕥, haafe tahataha
🕚 => 🕚, hoko ʻae tahataha
🕦 => 🕦, haafe tahaua
🌑 => 🌑, mate ʻae māhina
🌒 => 🌒, māhina ʻilo ʻehe maama
🌓 => 🌓, māhina tuʻu efiafi
🌔 => 🌔, māhina matofi
🌕 => 🌕, māhina kātoa
🌖 => 🌖, māhina lekeleka
🌗 => 🌗, māhina tuʻu hengihengi
🌘 => 🌘, māhina silipō
🌙 => 🌙, māhina kalipa
🌚 => 🌚, mata mate ʻae māhina
🌛 => 🌛, mata māhina tuʻu efiafi
🌜 => 🌜, mata māhina tuʻu hengihengi
🌡 => 🌡, fuamāfana
☀ => ☀, laʻā
🌝 => 🌝, mata māhina kātoa
🌞 => 🌞, mata e laʻā
🪐 => 🪐, palanite mama, Sātuna
⭐ => ⭐, fetuʻu
🌟 => 🌟, fetuʻu ngingila
🌠 => 🌠, fetuʻu ʻesiafi
🌌 => 🌌, kaniva
☁ => ☁, ʻao
⛅ => ⛅, laʻā ʻaoʻaofia
⛈ => ⛈, ʻao moe ʻuha moe ʻuhila
🌤 => 🌤, ʻaoʻaofia siʻi
🌥 => 🌥, ʻaoʻaofia lahi
🌦 => 🌦, ʻaoʻaofia ʻuha
🌧 => 🌧, ʻuha ʻaoʻaofia
🌨 => 🌨, sinou ʻaoʻaofia
🌩 => 🌩, ʻuhila ʻaoʻaofia
🌪 => 🌪, ʻahiohio
🌫 => 🌫, kakapu
🌬 => 🌬, mataʻi matangi
🌀 => 🌀, saikolone
🌈 => 🌈, ʻūmata
🌂 => 🌂, tukuhifo fakamalu
☂ => ☂, teke fakamalu
☔ => ☔, fakamalu ʻihe ʻuha
⛱ => ⛱, fakamalu tuʻu
⚡ => ⚡, volita māʻolunga
❄ => ❄, foʻi sinou
☃ => ☃, tangata sinou ʻihe ʻea sinou
⛄ => ⛄, tangata sinou
☄ => ☄, fetuʻu fuka
🔥 => 🔥, afi
💧 => 💧, tulutā vai
🌊 => 🌊, peau
🎃 => 🎃, matahina
🎄 => 🎄, ʻakau kilisimasi
🎆 => 🎆, fanaʻone
🎇 => 🎇, fanaʻone fetapatapaki
🧨 => 🧨, ʻone
✨ => ✨, fetapatapaki
🎈 => 🎈, foʻi pula
🎉 => 🎉, paatipuna
🎊 => 🎊, pulu konifeti
🎋 => 🎋, ʻakau kātoanga-fetuʻu
🎍 => 🎍, ongo matapā-paini
🎎 => 🎎, tamapua fakasiapani
🎏 => 🎏, ika fakamanumanu
🎐 => 🎐, fafangu-matangi
🎑 => 🎑, vakai-māhina
🧧 => 🧧, sila kulokula
🎀 => 🎀, lipine
🎁 => 🎁, lipine puha
🎗 => 🎗, lipine fakamanatu
🎟 => 🎟, tikite fakahū
🎫 => 🎫, tikite
🎖 => 🎖, mētali fakakautau
🏆 => 🏆, fakapale
🏅 => 🏅, mētali fakasipoti
🥇 => 🥇, mētali fika ʻuluaki
🥈 => 🥈, mētali fika ua
🥉 => 🥉, mētali fika tolu
⚽ => ⚽, soka
⚾ => ⚾, peisipolo
🥎 => 🥎, pulutenisi
🏀 => 🏀, pasiketipolo
🏐 => 🏐, volipolo
🏈 => 🏈, ʻakapulu fakaʻamelika
🏉 => 🏉, ʻakapulu
🎾 => 🎾, tenisi
🥏 => 🥏, tisi puna
🎳 => 🎳, tekapulu
🏏 => 🏏, kilikiti
🏑 => 🏑, hoki
🏒 => 🏒, hokiʻaisi
🥍 => 🥍, hokiʻinitiakula
🏓 => 🏓, pingipongo
🏸 => 🏸, patiminitoni
🥊 => 🥊, letafuhu
🥋 => 🥋, teuteu fangatua
🥅 => 🥅, kupenga kolo
⛳ => ⛳, fuka ʻihe luo
⛸ => ⛸, ʻaisi, sū sikeiti, sū sikeiti ʻaisi
🎣 => 🎣, ʻakau-taumātaʻu
🤿 => 🤿, sioʻata uku
🎽 => 🎽, falani sipoti
🎿 => 🎿, heke sinou
🛷 => 🛷, hekeʻanga
🥌 => 🥌, maka tolo
🎯 => 🎯, lotomālie ʻoe tāketi
🪀 => 🪀, ioio
🪁 => 🪁, lofa
🎱 => 🎱, pulu fika 8
🔮 => 🔮, pulu kalisitala
🪄 => 🪄, vaʻakau fakamēsiki
🧿 => 🧿, mana nasā
🎮 => 🎮, vaʻinga vitiō
🕹 => 🕹, ʻakau vaʻinga
🎰 => 🎰, mīsini tā paʻanga
🎲 => 🎲, taisi
🧩 => 🧩, laʻilekileki
🧸 => 🧸, pea tamapua
🪅 => 🪅, tamapua lole
🪆 => 🪆, tamapua fakaʻotu
♠ => ♠, sipeiti
♥ => ♥, haati
♦ => ♦, taimani
♣ => ♣, kalapa
♟ => ♟, pate veimau
🃏 => 🃏, sioka
🀄 => 🀄, talakoni kulokula
🎴 => 🎴, sioka matalaʻiʻakau
🎭 => 🎭, faiva aati
🖼 => 🖼, ʻesiaʻi tā
🎨 => 🎨, tāvalivali
🧵 => 🧵, filo
🪡 => 🪡, huituitui
🧶 => 🧶, filo lalanga
🪢 => 🪢, fakapona
👓 => 👓, matasioʻata
🕶 => 🕶, matasioʻatalaʻā
🥽 => 🥽, sioʻata malu
🥼 => 🥼, kote kemi
🦺 => 🦺, vesi
👔 => 👔, hēkesi
👕 => 👕, falani
👖 => 👖, talausese
🧣 => 🧣, sikaafi
🧤 => 🧤, kofunima
🧥 => 🧥, kote
🧦 => 🧦, sitōkeni
👗 => 👗, kofu
👘 => 👘, kimono, vala
🥻 => 🥻, sali
🩱 => 🩱, vala matātahi kongataha
🩲 => 🩲, talausese loto
🩳 => 🩳, talausese mutu
👙 => 👙, vala matātahi kongaua
👚 => 👚, vala fefine
👛 => 👛, kato paʻanga
👜 => 👜, kato
👝 => 👝, peesi teuteu
🛍 => 🛍, kato faʻoʻanga fakatau
🎒 => 🎒, kato ako
🩴 => 🩴, saniteli
👞 => 👞, sū fakatangata
👟 => 👟, sū lele
🥾 => 🥾, sū puti ʻeva lalo
🥿 => 🥿, sū fakafefine
👠 => 👠, sū ʻete
👡 => 👡, saniteli fakafefine
🩰 => 🩰, sū faiva pālangi
👢 => 👢, sū puti fakafefine
👑 => 👑, kalauni
👒 => 👒, tatā fakafefine
🎩 => 🎩, tatā māʻolunga
🎓 => 🎓, tatā maʻu mataʻitohi
🧢 => 🧢, kepi peisipolo
🪖 => 🪖, helemeti
⛑ => ⛑, tatā fefeka
📿 => 📿, kulalotu
💄 => 💄, lipisitiki
💍 => 💍, mama
💎 => 💎, maka koloa
🔇 => 🔇, leʻo matafa
🔈 => 🔈, leʻo siʻi
🔉 => 🔉, leʻo loto
🔊 => 🔊, leʻo lahi
📢 => 📢, sipikā
📣 => 📣, meʻa fakaleʻolahi
📯 => 📯, meʻa fakakōkō
🔔 => 🔔, fafangu
🔕 => 🔕, fafangu matafa
🎼 => 🎼, pepa hiva
🎵 => 🎵, nota
🎶 => 🎶, ngaahi nota
🎙 => 🎙, maikalofone fakamafolalea
🎚 => 🎚, meʻatoʻo tohoʻi
🎛 => 🎛, meʻatoʻo puleʻi
🎤 => 🎤, maikalofone
🎧 => 🎧, sipika ʻulu
📻 => 📻, letiō
🎷 => 🎷, sakisefoni
🪗 => 🪗, ʻakōtiane, puhaleotoho
🎸 => 🎸, kitā
🎹 => 🎹, ʻū kī
🎺 => 🎺, meʻaifi
🎻 => 🎻, vaiolini
🪕 => 🪕, penisiō
🥁 => 🥁, nafa talamu
🪘 => 🪘, nafa
📱 => 📱, foni toʻotoʻo
📲 => 📲, foni toʻotoʻo moe ngahau
☎ => ☎, telefoni
📞 => 📞, meʻa fakaongo telefoni
📟 => 📟, foni kikī
📠 => 📠, foni tohi
🔋 => 🔋, ʻuhila, maka, maka fakaʻuhila
🔌 => 🔌, ʻumosi ʻuhila
💻 => 💻, komipiuta fungasino
🖥 => 🖥, komipiuta
🖨 => 🖨, mīsini paaki
⌨ => ⌨, ngaahi foʻi kī
🖱 => 🖱, kumā fakakomipiuta
🖲 => 🖲, polo toho
💽 => 💽, tisi fefeka
💾 => 💾, tisi molū
💿 => 💿, tisi mamata
📀 => 📀, tisi faiva
🧮 => 🧮, solopani
🎥 => 🎥, faitā heleʻuhila
🎞 => 🎞, ʻata heleʻuhila
📽 => 📽, mīsini heleʻuhila
🎬 => 🎬, papapasi
📺 => 📺, televīsone
📷 => 📷, faitā
📸 => 📸, faitā moe kasa
📹 => 📹, faitā vitiō
📼 => 📼, kasete vitiō
🔍 => 🔍, sioʻata ʻesiafi falala ki hema
🔎 => 🔎, sioʻata ʻesiafi falala ki mataʻu
🕯 => 🕯, teʻelango
💡 => 💡, foʻi ʻuhila
🔦 => 🔦, kasa
🏮 => 🏮, maama matangi kulokula
🪔 => 🪔, maama tia
📔 => 📔, pepa tohi teuʻi
📕 => 📕, tohi mapuni
📖 => 📖, tohi fakaava
📗 => 📗, tohi lanumata
📘 => 📘, tohi lanupulū
📙 => 📙, tohi lanumoli
📚 => 📚, ʻū tohi
📓 => 📓, pepa tohi
📒 => 📒, lētisa
📃 => 📃, pepa fafatu
📜 => 📜, takainga tohi
📄 => 📄, pepa hanga hake
📰 => 📰, nusipepa
🗞 => 🗞, nusipepa takainga
📑 => 📑, vahevahe tohi
🔖 => 🔖, fakaʻilonga tohi
🏷 => 🏷, fakaʻilonga
💰 => 💰, tangai paʻanga
🪙 => 🪙, foʻi paʻanga, paʻanga maka
💴 => 💴, laʻi paʻanga fakasiapani
💵 => 💵, laʻi paʻanga fakaʻamelika
💶 => 💶, laʻi paʻanga fakaʻeulope
💷 => 💷, laʻi paʻanga fakapilitania
💸 => 💸, paʻanga moe kapakau
💳 => 💳, kaati pangikē
🧾 => 🧾, lisiti
💹 => 💹, siate tupulaki, paʻanga fakasiapani
✉ => ✉, sila
📧 => 📧, tohila
📨 => 📨, sila hūmai
📩 => 📩, sila moe ngahau
📤 => 📤, laulau hū atu
📥 => 📥, laulau hū mai
📦 => 📦, kofukofu
📫 => 📫, puha meili mapuni moe fuka ki ʻolunga
📪 => 📪, puha meili mapuni moe fuka ki lalo
📬 => 📬, puha meili ava moe fuka ki ʻolunga
📭 => 📭, puha meili ava moe fuka ki lalo
📮 => 📮, puha lītohi
🗳 => 🗳, puha fili moe pepa fili
✏ => ✏, peni
✒ => ✒, mataʻipeni
🖋 => 🖋, peniʻutu
🖊 => 🖊, polopeni
🖌 => 🖌, polosi vali
🖍 => 🖍, sioka tāvalivali
📝 => 📝, pepa fakamanatu
💼 => 💼, kato leta toʻotoʻo
📁 => 📁, takafi faile
📂 => 📂, takafi faile ava
🗂 => 🗂, vahevahe takafi faile
📅 => 📅, tohimāhina
📆 => 📆, tohimāhina fakaʻaho
🗒 => 🗒, pepa fakamaʻu vilovilo
🗓 => 🗓, tohimāhina fakamaʻu vilovilo
📇 => 📇, tohi fakahinohino fakamaʻu vilovilo
📈 => 📈, siate tupulaki
📉 => 📉, siate maholo
📊 => 📊, siate pā
📋 => 📋, papa fakamaʻu pepa
📌 => 📌, pine
📍 => 📍, pine fuopotopoto
📎 => 📎, fakamaʻu pepa
🖇 => 🖇, fakamaʻu pepa sēini
📏 => 📏, lula hangatonu
📐 => 📐, lula tapatolu
✂ => ✂, helekosi
🗃 => 🗃, puha takafi faile
🗄 => 🗄, toloa takafi faile
🗑 => 🗑, kapa veve
🔒 => 🔒, loka
🔓 => 🔓, taʻeloka
🔏 => 🔏, loka moe peni
🔐 => 🔐, loka moe kī
🔑 => 🔑, kī
🗝 => 🗝, kī motuʻa
🔨 => 🔨, hamala
🪓 => 🪓, toki
⛏ => ⛏, toki tākelekele
⚒ => ⚒, hamala moe toki tākelekele
🛠 => 🛠, hamala moe sipana
🗡 => 🗡, hele tui
⚔ => ⚔, heletā fehauaki
🔫 => 🔫, pekenene
🪃 => 🪃, pūmalengi
🏹 => 🏹, kaufana moe ngahau
🛡 => 🛡, pā
🪚 => 🪚, kili
🔧 => 🔧, sipana
🪛 => 🪛, vetesikalu
🔩 => 🔩, nati moe polota
⚙ => ⚙, veʻeteka
🗜 => 🗜, fakauʻu
⚖ => ⚖, meʻa fuamamafa
🦯 => 🦯, tokotoko fakaʻeke
🔗 => 🔗, kupu
⛓ => ⛓, sēini
🪝 => 🪝, mātaʻu
🧰 => 🧰, puha meʻangāue
🧲 => 🧲, makinito
🪜 => 🪜, kakaʻanga, tuʻunga
⚗ => ⚗, hina hakaʻanga
🧪 => 🧪, tiupi kemi
🧫 => 🧫, tisi kemi
🧬 => 🧬, TNA
🔬 => 🔬, meʻa fakaʻataefu
🔭 => 🔭, meʻa fakaʻatafetuʻu
📡 => 📡, tisi satelaite
💉 => 💉, meʻafana faitoʻo
🩸 => 🩸, tulutā toto
💊 => 💊, foʻiʻakau
🩹 => 🩹, haʻihaʻi fakapipiki
🩺 => 🩺, meʻa fakaongo
🚪 => 🚪, matapā
🛗 => 🛗, lifi
🪞 => 🪞, sioʻata
🪟 => 🪟, matapā-sioʻata
🛏 => 🛏, mohenga
🛋 => 🛋, sea mālōlōʻanga moe maama
🪑 => 🪑, sea
🚽 => 🚽, po toileti
🪠 => 🪠, meʻapamu toileti
🚿 => 🚿, meʻa fakapihi kaukau
🛁 => 🛁, topu kaukau
🪤 => 🪤, tauhele kumā
🪒 => 🪒, telekava
🧴 => 🧴, hina kilimi milimili
🧷 => 🧷, pine nāpikeni
🧹 => 🧹, taufale
🧺 => 🧺, kato lālanga
🧻 => 🧻, takainga pepa
🪣 => 🪣, kane
🧼 => 🧼, koa
🪥 => 🪥, fulufulunifo
🧽 => 🧽, oma
🧯 => 🧯, meʻa tāmateʻi afi
🛒 => 🛒, saliote tanakiʻanga fakatau
🚬 => 🚬, sikaleti
⚰ => ⚰, puha tanu
🪦 => 🪦, maka fakamanatu
⚱ => ⚱, hina fakamomofi
🗿 => 🗿, Lapanui, moai
🪧 => 🪧, fakaʻilonga sikinali
🏧 => 🏧, mīsini, mīsini toho paʻanga, pangikē, toho paʻanga
🚮 => 🚮, ʻilonga, ʻilonga kapa veve, kapa veve, veve
🚰 => 🚰, inu, vai
♿ => ♿, sea poliō
🚹 => 🚹, fale mālōlō, fale mālōlō tangata, tangata
🚺 => 🚺, fale mālōlō, fale mālōlō fefine, fefine
🚻 => 🚻, fale mālōlō
🚼 => 🚼, ʻilonga, valevale
🚾 => 🚾, fale mālōlō, toileti
🛂 => 🛂, ʻofisa tohifolau
🛃 => 🛃, kasitomu, tute
🛄 => 🛄, maʻuʻanga katoleta
🛅 => 🛅, toloa katoleta
⚠ => ⚠, fakatokanga, feʻaluʻaki
🚸 => 🚸, fānau, feʻaluʻaki, kolosiʻanga
⛔ => ⛔, feʻaluʻaki, hū, tapu
🚫 => 🚫, feʻaluʻaki, tapu
🚳 => 🚳, feʻaluʻaki, pasikala, tapu
🚭 => 🚭, ifi tapaka, tapu, tapu ifi tapaka
🚯 => 🚯, fakaveve, tapu
🚱 => 🚱, inu, tapu, vai, vai taʻe inu
🚷 => 🚷, feʻaluʻaki, lue, tapu
📵 => 📵, tapu, telefoni
🔞 => 🔞, 18, taʻu 18 hifo, tapu, tapu taʻu 18 hifo
☢ => ☢, ʻilonga, mofi ʻātomi
☣ => ☣, fakatuʻutāmaki moʻui, ʻilonga
⬆ => ⬆, hake, ʻolunga, ngahau, ngahau ki ʻolunga
↗ => ↗, ʻolunga, mataʻu, ngahau, ngahau ki ʻolunga toʻomataʻu
➡ => ➡, mataʻu, ngahau, ngahau ki toʻomataʻu
↘ => ↘, lalo, mataʻu, ngahau, ngahau ki lalo toʻomataʻu
⬇ => ⬇, hifo, lalo, ngahau, ngahau ki lalo
↙ => ↙, hema, lalo, ngahau, ngahau ki lalo toʻohema
⬅ => ⬅, hema, ngahau, ngahau ki toʻohema
↖ => ↖, hema, ʻolunga, ngahau, ngahau ki ʻolunga toʻohema
↕ => ↕, hake, hifo, ʻolunga, lalo, ngahau, ngahau ki ʻolunga mo lalo
↔ => ↔, hema, mataʻu, ngahau, ngahau ki toʻohema mo toʻomataʻu
↩ => ↩, afe, hema, ngahau, ngahau afe ki toʻohema
↪ => ↪, afe, mataʻu, ngahau, ngahau afe ki toʻomataʻu
⤴ => ⤴, afe, hake, ʻolunga, ngahau, ngahau afe ki ʻolunga
⤵ => ⤵, afe, hifo, lalo, ngahau, ngahau afe ki lalo
🔃 => 🔃, mataʻu, ngahau, ngahau vilovilo toʻomataʻu, vilovilo
🔄 => 🔄, hema, ngahau, ngahau vilovilo toʻohema, vilovilo
🔙 => 🔙, FOKI, ngahau
🔚 => 🔚, ngahau, NGATA
🔛 => 🔛, FUNGA, ngahau
🔜 => 🔜, ngahau, OFI
🔝 => 🔝, hake, ngahau, TUMUTUMU
🛐 => 🛐, feituʻu, feituʻu faiʻanga lotu, lotu
⚛ => ⚛, ʻātomi, ʻilonga, taʻelotu
🕉 => 🕉, Hinitū, lotu, omikala
✡ => ✡, fetuʻu, fetuʻu ʻo Tēvita, lotu, Siu, Tēvita
☸ => ☸, veʻeteka ʻo Tāma
☯ => ☯, ingi-iangi
✝ => ✝, kolosi fakalatina
☦ => ☦, kolosi fakakalisi
☪ => ☪, fetuʻu moe kalipa
☮ => ☮, ʻilonga fakamelino
🕎 => 🕎, menola
🔯 => 🔯, fetuʻu tapaono moe ʻila
♈ => ♈, Sipi tangata (pupunga)
♉ => ♉, Pulu tau (pupunga)
♊ => ♊, Māhanga taʻane (pupunga)
♋ => ♋, ʻUo (pupunga)
♌ => ♌, Laione (pupunga)
♍ => ♍, Taupoʻou (pupunga)
♎ => ♎, Fuatautau (pupunga)
♏ => ♏, Sikipio (pupunga)
♐ => ♐, Tangata fana (pupunga)
♑ => ♑, Kositahi (pupunga)
♒ => ♒, Fineʻutuvai (pupunga)
♓ => ♓, Ongo ika (pupunga)
⛎ => ⛎, Tangata toʻo ngata (pupunga)
🔀 => 🔀, meʻalolomi tuifio
